id,teff,logg,feh,alpha
spec-56265-EG012217N184057B01_sp07-159.fits,4733.26,2.8507,-0.279535,0.225612
spec-56265-EG012217N184057B01_sp08-052.fits,4867.4,3.19001,-0.195935,0.0974167
spec-56265-EG012217N184057B01_sp07-009.fits,4975.04,2.67825,-0.654557,0.261652
spec-56265-EG012217N184057B01_sp07-121.fits,4760.07,2.90407,-0.252096,0.185644
spec-56265-EG012217N184057B01_sp07-212.fits,4737.14,2.55438,-0.626669,0.219241
spec-56265-EG012217N184057B01_sp08-068.fits,4858.63,2.62692,-0.598562,0.306138
spec-56265-EG012217N184057B01_sp07-055.fits,4788.17,2.59829,-0.819695,0.253312
spec-56265-EG012217N184057B01_sp06-242.fits,5074.7,3.36326,-0.091332,0.0708088
spec-56265-EG012217N184057B01_sp07-225.fits,4171.46,1.71597,0.180433,0.0797199
spec-56265-EG012217N184057B01_sp07-079.fits,4887.14,3.38664,0.175581,0.0749481
spec-56265-EG012217N184057B01_sp06-003.fits,4953.91,3.18065,-0.221101,0.0644226
spec-56265-EG012217N184057B01_sp06-089.fits,4862.82,2.59841,-0.85435,0.156505
spec-56265-EG012217N184057B01_sp06-099.fits,5002.25,3.32824,-0.446166,0.217275
spec-56265-EG012217N184057B01_sp06-210.fits,4539.51,1.81474,-1.3433,0.208449
spec-56265-EG012217N184057B01_sp07-140.fits,4284.07,1.73981,-0.306922,0.133126
spec-56265-EG012217N184057B01_sp06-104.fits,4694.98,2.54115,-0.467971,0.194739
spec-56265-EG012217N184057B01_sp07-148.fits,4793.95,2.57788,-0.465884,0.086398
spec-56581-VB031N50V1_sp10-161.fits,4027.74,1.0467,-0.518588,0.0424599
spec-56581-VB031N50V1_sp02-209.fits,4356.13,1.77528,-0.13311,0.0714946
spec-56581-VB031N50V1_sp02-224.fits,4973.64,2.98733,-0.0328516,0.0799269
spec-56581-VB031N50V1_sp03-237.fits,5029.45,3.17643,0.052294,0.044802
spec-56581-VB031N50V1_sp02-204.fits,4054.95,1.43106,0.172443,0.0236408
spec-55910-B91003_sp14-183.fits,4326.03,1.88089,0.0882882,0.0129866
spec-56581-VB031N50V1_sp02-216.fits,4677.44,2.5432,-0.053734,0.0467479
spec-56581-VB031N50V1_sp02-113.fits,4736.54,2.56031,-0.0916357,0.0686172
spec-55879-B7905_2_sp10-030.fits,4860.03,3.03695,0.304505,0.0307909
spec-55910-B91003_sp10-248.fits,5107.09,3.21122,-0.0327741,0.0265981
spec-56581-VB031N50V1_sp01-061.fits,4525.26,2.0027,-0.460257,0.0978713
spec-55879-B7905_1_sp03-070.fits,4414.04,1.8485,-0.384894,0.0541164
spec-56581-VB031N50V1_sp01-227.fits,4709.34,2.59327,0.0967083,0.0475922
spec-56581-VB031N50V1_sp04-199.fits,4250.39,1.57557,-0.290873,0.0448104
spec-56581-VB031N50V1_sp05-093.fits,5016.4,3.34318,-0.31935,0.115292
spec-56201-EG020224N124106V01_sp04-204.fits,5897.42,3.92949,-0.464027,0.0744467
spec-56581-VB031N50V1_sp01-216.fits,4878.17,2.60194,-0.238817,0.103504
spec-56201-EG020224N124106V01_sp09-095.fits,4990.88,3.42781,-0.193587,0.130766
spec-56208-EG020224N124106L_sp09-174.fits,4908.36,3.13538,-0.0137111,0.0595653
spec-56208-EG020224N124106L_sp09-091.fits,4877.27,2.55415,-0.647627,0.2642
spec-56201-EG020224N124106V01_sp11-109.fits,4673.16,1.84143,-1.47007,0.167467
spec-56581-VB031N50V1_sp01-152.fits,4792.36,2.75455,-0.056703,0.0477213
spec-56201-EG020224N124106V01_sp09-023.fits,4989.29,3.0812,-0.387756,0.0535147
spec-56581-VB031N50V1_sp05-145.fits,4412.44,1.85717,-0.520113,0.0959056
spec-56201-EG020224N124106V01_sp09-066.fits,4791.26,2.55632,-0.00654089,0.0380665
spec-56208-EG020224N124106L_sp09-067.fits,4809.2,2.9043,-0.487298,0.193142
spec-56581-VB031N50V1_sp01-001.fits,4476.92,1.97989,-0.391702,0.0812868
spec-56201-EG020224N124106V01_sp08-026.fits,5080.78,3.16537,-0.409514,0.0910323
spec-56201-EG020224N124106V01_sp12-235.fits,4882.65,2.97376,-0.152298,0.0539543
spec-56201-EG020224N124106V01_sp09-182.fits,4938.76,3.00364,-0.641752,0.251935
spec-56201-EG020224N124106V01_sp12-039.fits,4693.29,2.64597,-0.264655,0.184401
spec-56201-EG020224N124106V01_sp08-069.fits,4483.6,2.19808,-0.436561,0.186151
spec-56581-VB031N50V1_sp05-106.fits,4772.82,2.87465,0.202992,0.0912935
spec-56201-EG020224N124106V01_sp13-163.fits,4882.55,2.86666,-0.779154,0.240459
spec-56201-EG020224N124106V01_sp12-025.fits,4967.06,2.66387,-0.41933,0.160198
spec-56201-EG020224N124106V01_sp12-189.fits,4612.96,2.47226,0.101564,0.0381977
spec-56201-EG020224N124106V01_sp09-235.fits,5017.99,2.90008,0.126579,0.0316366
spec-56208-EG020224N124106B01_sp13-167.fits,4640.17,2.60799,0.0664459,0.0466557
spec-56201-EG020224N124106V01_sp13-250.fits,4925.9,3.08177,-0.164246,0.0580142
spec-56208-EG020224N124106L_sp06-080.fits,4850.86,2.90362,-0.218294,0.0855038
spec-56201-EG020224N124106V01_sp13-106.fits,4900.89,3.02212,-0.486765,0.104693
spec-56581-VB031N50V1_sp01-178.fits,4995.77,3.1104,-0.247576,0.0673504
spec-56201-EG020224N124106V01_sp13-146.fits,4705.85,2.70414,-0.566487,0.256033
spec-56581-VB031N50V1_sp08-217.fits,4930.29,2.67528,-0.496622,0.107163
spec-56201-EG020224N124106V01_sp13-096.fits,4798.44,2.63422,-0.00404936,0.0465657
spec-56208-EG020224N124106B01_sp13-211.fits,4779.0,3.11827,0.148545,0.0865828
spec-56201-EG020224N124106V01_sp13-120.fits,4455.89,2.19055,-0.36768,0.178424
spec-56208-EG020224N124106B01_sp06-033.fits,4708.24,2.53716,0.144465,0.0277095
spec-56581-VB031N50V1_sp07-124.fits,4827.94,2.43086,-0.169447,0.082419
spec-56201-EG020224N124106V01_sp13-057.fits,4633.49,2.55336,-0.350906,0.203334
spec-56581-VB031N50V1_sp08-149.fits,4795.35,3.1023,0.372873,0.0858331
spec-55879-B7905_1_sp01-189.fits,5004.44,2.61552,-0.651544,0.294786
spec-56668-HD023050N553254B01_sp10-227.fits,4487.99,2.03966,-0.334287,0.0825811
spec-56668-HD023050N553254B01_sp02-094.fits,4605.19,2.44158,0.084521,0.148601
spec-55910-B91003_sp12-075.fits,4670.37,2.40748,0.150882,0.0541015
spec-56668-HD023050N553254B01_sp03-108.fits,4760.86,2.63901,-0.00955011,0.100485
spec-56668-HD023050N553254B01_sp03-035.fits,4979.72,3.07595,-0.062304,0.0933764
spec-56668-HD023050N553254B01_sp05-197.fits,4108.97,1.17695,-0.464537,0.0728536
spec-55880-B8004_1_sp14-142.fits,4939.36,2.73425,0.0212491,0.0397705
spec-55880-B8004_3_sp14-082.fits,4402.57,1.86413,0.0458051,0.04545
spec-55919-B5591903_sp16-044.fits,4738.34,2.44238,-0.125413,0.0487455
spec-55919-B5591903_sp14-174.fits,4039.2,1.1368,-0.0716359,0.0483073
spec-55919-B5591903_sp03-161.fits,4409.55,1.96449,-0.0256354,0.0350586
spec-55880-B8004_1_sp03-224.fits,4897.8,3.04253,-0.192797,0.0947781
spec-55919-B5591903_sp15-161.fits,4470.64,2.01342,-0.2999,0.0726918
spec-55880-B8004_2_sp15-245.fits,4577.28,2.02711,-0.260118,0.0566782
spec-55880-B8004_1_sp15-241.fits,4280.79,1.52972,-0.453735,0.0549498
spec-55919-B5591903_sp11-166.fits,4777.01,2.62179,-0.110645,0.0788919
spec-55880-B8004_2_sp04-033.fits,5113.37,3.07413,-0.0619364,0.00445316
spec-56670-HD030004N551117V01_sp14-120.fits,4454.0,1.95993,-0.258385,0.0588101
spec-56670-HD030004N551117V01_sp14-229.fits,4940.46,3.03831,0.277612,0.0385803
spec-55880-B8004_2_sp04-165.fits,4831.82,2.65395,-0.0356841,0.046868
spec-55919-B5591903_sp15-005.fits,4618.64,2.11778,-0.465561,0.084591
spec-55880-B8004_3_sp04-007.fits,4339.69,1.70582,-0.223614,0.0932055
spec-56670-HD030004N551117V01_sp10-183.fits,4942.55,2.89267,-0.112572,0.064169
spec-55880-B8004_3_sp04-035.fits,4562.33,2.58039,-0.0303441,0.185709
spec-55930-B5593002_sp04-029.fits,5052.38,3.01505,0.0184646,0.0150203
spec-56233-EG025613N082253V01_sp10-136.fits,4757.87,2.54925,-0.103808,0.119692
spec-56233-EG025613N082253V01_sp10-191.fits,4882.35,3.28593,0.102728,0.0660349
spec-56670-HD030004N551117V01_sp14-133.fits,4615.65,2.17036,0.0136962,-0.0207928
spec-56233-EG025613N082253V01_sp10-145.fits,4711.03,2.47078,0.11646,0.0512797
spec-56233-EG025613N082253V01_sp14-028.fits,4623.23,2.6178,-0.249716,0.235817
spec-56670-HD030004N551117B01_sp10-056.fits,4942.95,2.79675,-0.0472094,0.0422961
spec-56233-EG025613N082253V01_sp10-189.fits,4962.88,3.54939,0.104268,0.0707611
spec-56233-EG025613N082253V01_sp14-106.fits,4874.88,2.63639,-0.35724,0.102726
spec-56233-EG025613N082253V01_sp16-019.fits,4882.45,2.94354,-0.188119,0.0725007
spec-56670-HD030004N551117B01_sp10-039.fits,4848.27,2.53385,-0.105148,0.0595541
spec-56233-EG025613N082253V01_sp10-064.fits,4559.54,2.54161,-0.00599855,0.158591
spec-56233-EG025613N082253V01_sp10-028.fits,4538.02,2.29822,-0.371699,0.217357
spec-56233-EG025613N082253V01_sp14-126.fits,4958.49,3.39861,-0.0922259,0.0794371
spec-55919-B5591903_sp15-038.fits,4667.98,2.50157,-0.438291,0.218621
spec-56233-EG025613N082253V01_sp02-191.fits,4075.48,1.04624,-0.321817,0.0767346
spec-56233-EG025613N082253V01_sp10-049.fits,4672.06,2.89175,0.366546,0.048698
spec-56233-EG025613N082253V01_sp10-034.fits,4833.02,2.28111,-1.49709,0.26517
spec-56233-EG025613N082253V01_sp14-137.fits,4238.53,1.79923,-0.101011,0.0252708
spec-56233-EG025613N082253V01_sp14-128.fits,4734.45,2.61244,0.0621891,0.0554305
spec-55919-B5591903_sp15-043.fits,4008.71,0.977581,-0.539236,0.0436491
spec-56233-EG025613N082253V01_sp14-088.fits,4496.56,2.06612,-0.328731,0.0607054
spec-56670-HD030004N551117B01_sp03-080.fits,4331.02,1.60077,-0.233655,0.0791863
spec-55880-B8004_2_sp04-074.fits,4438.65,2.01935,-0.0878191,0.0452137
spec-56233-EG025613N082253V01_sp14-166.fits,4915.04,2.57514,-0.495819,0.11389
spec-56233-EG025613N082253V01_sp14-159.fits,4789.57,2.62145,-0.368968,0.205351
spec-56670-HD030004N551117V01_sp03-227.fits,4769.04,2.59544,-0.121948,0.0411693
spec-56233-EG025613N082253V01_sp10-224.fits,4695.08,3.45655,-0.315655,0.139952
spec-56233-EG025613N082253V01_sp03-091.fits,4680.14,2.44546,-0.268266,0.0813783
spec-56233-EG025613N082253V01_sp10-207.fits,4068.6,0.977239,-0.774489,0.187714
spec-56233-EG025613N082253V01_sp03-099.fits,4710.13,2.54583,0.175291,0.0264616
spec-55919-B5591903_sp09-112.fits,4859.93,2.57468,-0.18063,0.0792621
spec-56233-EG025613N082253V01_sp03-124.fits,4800.43,2.60833,-0.273225,0.174436
spec-56233-EG025613N082253V01_sp03-088.fits,4707.94,2.46565,0.156239,0.0509731
spec-55880-B8004_3_sp12-137.fits,4859.13,2.71691,-0.00930947,0.0429067
spec-55919-B5591903_sp09-068.fits,4821.46,2.66992,-0.136607,0.0479893
spec-55880-B8004_2_sp09-225.fits,4424.7,2.14846,0.0543839,0.0561304
spec-55919-B5591903_sp09-047.fits,4755.78,2.84442,0.271696,0.0361036
spec-55919-B5591903_sp09-205.fits,4629.41,2.31658,-0.0183259,0.0214378
spec-56670-HD030004N551117V01_sp03-006.fits,4977.13,2.98505,-0.334531,0.0217727
spec-55880-B8004_3_sp06-184.fits,4509.21,2.1293,-0.296178,0.0572923
spec-56670-HD030004N551117B01_sp05-145.fits,4724.78,2.61289,-0.117356,0.0701424
spec-55919-B5591903_sp06-158.fits,4860.82,2.47215,-0.19125,0.0589473
spec-56669-HD024803N513305V01_sp12-214.fits,4721.1,2.43485,0.136189,0.00363295
spec-56670-HD030004N551117B01_sp05-138.fits,4548.18,2.18142,-0.339174,0.0865921
spec-55919-B5591903_sp06-151.fits,4831.42,2.70368,-0.236893,0.0825798
spec-55919-B5591903_sp06-119.fits,4887.53,2.6381,0.00344204,0.0378282
spec-55878-B87806_1_sp14-090.fits,4936.57,2.65452,-0.371404,0.118163
spec-56670-HD030004N551117V01_sp05-135.fits,4723.89,2.59305,-0.168746,0.0532732
spec-55911-B91107_sp16-176.fits,4823.05,2.68281,-0.118188,0.050093
spec-55919-B5591903_sp13-039.fits,4796.94,2.59966,-0.105768,0.0582388
spec-56670-HD030004N551117V01_sp01-110.fits,4761.16,2.69513,-0.157625,0.0791365
spec-55911-B91107_sp15-074.fits,4531.04,2.20127,-0.352766,0.112121
spec-56670-HD030004N551117V01_sp07-030.fits,4081.36,1.97259,-0.573691,-0.0679935
spec-55911-B91107_sp16-062.fits,4776.41,2.81979,-0.148269,0.0664331
spec-56316-VB046N36V1_sp15-037.fits,5155.33,3.49179,-0.0675361,0.0634998
spec-56316-VB046N36V1_sp11-202.fits,5051.78,3.28342,0.0454349,0.029586
spec-56576-GAC046N36B1_sp11-227.fits,4696.58,2.5107,0.137638,0.0827415
spec-56316-VB046N36V2_sp11-111.fits,4821.46,2.53898,-0.155867,0.0881123
spec-56670-HD030004N551117B01_sp07-228.fits,4844.98,2.64357,-0.40845,0.0732279
spec-56576-GAC046N36B1_sp11-124.fits,4998.46,2.61369,-0.302786,0.147209
spec-55911-B91107_sp15-153.fits,4935.17,2.66604,-0.458761,0.0995291
spec-56670-HD030004N551117B01_sp07-003.fits,4827.24,2.6251,-0.00667271,0.0442194
spec-56576-GAC046N36B1_sp12-149.fits,4488.68,2.04935,-0.459069,0.215364
spec-55932-B5593202_sp11-160.fits,4929.09,2.7363,-0.384269,0.0854317
spec-55932-B5593202_sp04-019.fits,5058.95,3.23118,-0.0508646,0.0483072
spec-56576-GAC046N36B2_sp12-040.fits,4757.87,2.50534,-0.318738,0.118802
spec-56316-VB046N36V2_sp12-077.fits,4692.79,2.57115,-0.157323,0.0811803
spec-55911-B91107_sp15-138.fits,4711.73,2.47819,0.0649361,0.0123093
spec-55932-B5593202_sp11-140.fits,5098.42,3.05417,-0.0549796,0.0331189
spec-56670-HD030004N551117V01_sp07-090.fits,4902.48,3.09842,0.0968393,0.0491865
spec-56316-VB046N36V1_sp12-166.fits,4491.97,1.88659,-0.310206,0.111696
spec-55932-B5593202_sp15-120.fits,4797.74,2.51127,-0.00248211,0.00171966
spec-55932-B5593202_sp04-204.fits,4985.0,2.96737,0.184606,0.0175435
spec-56204-EG031921N032212V01_sp02-026.fits,4275.3,1.61423,-0.489299,0.0753061
spec-56204-EG031921N032212L01_sp05-193.fits,4855.94,2.67665,-0.209962,0.0636733
spec-56204-EG031921N032212L01_sp02-055.fits,4897.6,2.64882,-0.396848,0.0878005
spec-56204-EG031921N032212V01_sp02-062.fits,4893.02,3.09945,-0.558433,0.227682
spec-56204-EG031921N032212L01_sp05-211.fits,4827.84,3.04995,-0.0910825,0.0714162
spec-56204-EG031921N032212V01_sp05-221.fits,4660.1,2.71417,0.0798189,0.0671286
spec-56204-EG031921N032212V01_sp01-038.fits,4643.66,2.48675,-0.277311,0.0979135
spec-56239-GAC049N32B1_sp06-250.fits,5192.4,3.64246,0.0242638,0.0609464
spec-56321-VB053N32V1_sp10-148.fits,4622.33,2.56271,-0.153986,0.146521
spec-56239-GAC049N32B1_sp07-076.fits,4970.85,2.96292,-0.22013,0.0596357
spec-56321-VB053N32V1_sp10-200.fits,4705.15,2.45698,0.198594,0.0590688
spec-56321-VB053N32V1_sp10-176.fits,4841.99,2.5854,-0.277787,0.086666
spec-56239-GAC049N32B1_sp07-098.fits,4920.52,3.1072,-0.0545708,0.0821853
spec-55911-B91107_sp07-146.fits,4352.44,1.64058,-0.223935,0.0469592
spec-56239-GAC049N32B1_sp06-220.fits,5009.22,2.67585,-0.616319,0.201001
spec-55911-B91107_sp06-108.fits,4546.79,2.05562,-0.142782,0.069266
spec-56321-VB053N32V1_sp14-197.fits,4679.74,2.56795,0.0104124,0.0647082
spec-56239-GAC049N32B1_sp07-094.fits,4985.7,3.47777,0.312145,0.0817611
spec-56239-GAC049N32B1_sp06-189.fits,4845.88,2.91822,-0.192381,0.083815
spec-56321-VB053N32V1_sp10-046.fits,4881.85,2.71668,0.195518,-0.00227106
spec-56321-VB053N32V1_sp14-178.fits,4705.95,2.6511,-0.311452,0.0810582
spec-55938-GAC_050N29_B1_sp12-033.fits,4822.55,2.45173,-0.0282469,0.0499091
spec-56239-GAC049N32B1_sp06-113.fits,4724.39,2.04513,-0.461208,0.0978932
spec-56321-VB053N32V1_sp02-092.fits,4873.38,2.60491,-0.350363,0.0977454
spec-55911-B91107_sp06-135.fits,4681.03,2.59191,-0.0456267,0.0488095
spec-56321-VB053N32V1_sp02-100.fits,4304.11,2.03806,-0.0404726,0.0279587
spec-56321-VB053N32V1_sp02-043.fits,4882.65,2.43063,-0.374398,0.203151
spec-56338-GAC053N32B1_sp14-063.fits,4426.19,1.87895,-0.454299,0.0818423
spec-56321-VB053N32V1_sp14-169.fits,5027.36,2.85195,-0.257091,0.0671993
spec-56321-VB053N32V1_sp10-231.fits,4364.7,2.29502,0.279886,0.0408449
spec-56321-VB053N32V1_sp03-105.fits,4822.45,2.99623,-0.0130024,0.0534583
spec-56321-VB053N32V1_sp03-074.fits,4934.67,2.72056,-0.236709,0.0915692
spec-56321-VB053N32V1_sp03-066.fits,4699.17,2.69364,0.159202,0.00904375
spec-56321-VB053N32V1_sp03-107.fits,4845.48,2.65555,-0.305833,0.130849
spec-56321-VB053N32V1_sp02-136.fits,4335.1,1.78554,-0.352798,0.153687
spec-56321-VB053N32V1_sp03-151.fits,4772.72,2.65806,0.0893556,0.0172907
spec-56321-VB053N32V1_sp03-219.fits,4957.5,2.80781,-0.165711,0.0739162
spec-55954-GAC_056N46_V2_sp10-143.fits,4828.04,2.84111,0.160709,0.0554238
spec-55954-GAC_056N46_V1_sp10-143.fits,4833.42,2.68783,0.0268145,0.0150896
spec-55954-GAC_056N46_V2_sp14-038.fits,5101.21,3.2338,0.0211971,0.0343002
spec-56321-VB053N32V1_sp02-115.fits,4867.3,2.60103,-0.155541,0.0912949
spec-55954-GAC_056N46_V2_sp10-128.fits,4524.26,2.34509,0.188858,0.0344074
spec-55954-GAC_056N46_V1_sp10-134.fits,4760.36,2.48812,0.18824,0.0187201
spec-55954-GAC_056N46_V1_sp14-236.fits,4829.23,2.56932,-0.546155,0.112953
spec-56321-VB053N32V1_sp03-033.fits,4856.64,2.61027,-0.244593,0.0774239
spec-56338-GAC053N32B1_sp02-059.fits,4605.29,2.36289,-0.180022,0.123803
spec-55954-GAC_056N46_V1_sp14-125.fits,4955.01,2.72501,-0.30658,0.0777973
spec-55954-GAC_056N46_V2_sp10-146.fits,4786.97,2.65486,-0.00183989,0.0617123
spec-56321-VB053N32V1_sp05-248.fits,4823.95,3.07401,-0.205928,0.178195
spec-56627-GAC056N46V2_sp10-122.fits,4996.27,2.92529,-0.174428,0.0617833
spec-55954-GAC_056N46_V1_sp14-105.fits,4558.75,2.14037,-0.0489403,0.0321293
spec-56309-GAC055N32B1_sp10-149.fits,4722.09,2.79002,-0.209545,0.0921069
spec-56321-VB053N32V1_sp03-208.fits,4544.69,2.38832,-0.0760258,0.0214323
spec-55954-GAC_056N46_V1_sp14-039.fits,3982.4,1.20478,-0.632107,-0.00624273
spec-55954-GAC_056N46_V2_sp14-032.fits,4890.92,3.05679,0.234121,0.0408443
spec-56309-GAC055N32B1_sp10-119.fits,4366.1,2.2559,0.236423,0.0685101
spec-55954-GAC_056N46_V2_sp10-097.fits,4679.74,2.47614,-0.0768607,0.164081
spec-56321-VB053N32V1_sp03-139.fits,4859.83,3.07185,-0.0382757,0.0665343
spec-56321-VB053N32V1_sp05-239.fits,4645.25,2.58757,0.146067,0.0578142
spec-56321-VB053N32V1_sp05-228.fits,4326.83,1.61537,-0.324768,0.0860179
spec-56321-VB053N32V1_sp03-145.fits,4224.38,1.5052,-0.431918,0.0706929
spec-55954-GAC_056N46_V1_sp10-197.fits,5275.72,3.79789,0.198252,0.0299938
spec-56627-GAC056N46V2_sp14-231.fits,5053.77,2.9765,-0.161004,0.0374139
spec-56321-VB053N32V1_sp05-226.fits,4625.82,2.22477,-0.210302,0.0841282
spec-55954-GAC_056N46_V2_sp10-191.fits,5036.53,3.09523,-0.191312,0.0464764
spec-56309-GAC055N32B1_sp10-109.fits,4823.55,2.75101,-0.371191,0.105259
spec-55954-GAC_056N46_V1_sp14-238.fits,5159.61,3.19868,-0.169196,0.0438409
spec-56321-VB053N32V1_sp03-004.fits,4917.23,3.04288,-0.0402515,0.0587871
spec-55954-GAC_056N46_V1_sp14-106.fits,4701.76,2.63262,-0.0523044,0.0442438
spec-55954-GAC_056N46_V1_sp10-133.fits,4841.49,2.56088,-0.199624,0.0926831
spec-56321-VB053N32V1_sp05-060.fits,4892.82,2.75888,0.0533214,0.0304194
spec-56627-GAC056N46V1_sp10-129.fits,4645.05,2.35011,-0.487954,0.176629
spec-56321-VB053N32V1_sp02-065.fits,4624.62,2.17869,-0.392249,0.0830257
spec-55954-GAC_056N46_V1_sp10-106.fits,4647.05,2.51321,0.0968208,0.0685705
spec-56321-VB053N32V1_sp03-144.fits,4871.49,3.0382,-0.408168,0.235038
spec-56321-VB053N32V1_sp03-137.fits,4753.29,2.82697,0.0375852,0.0441577
spec-55954-GAC_056N46_V2_sp10-115.fits,4857.04,2.46508,-0.312441,0.042265
spec-55954-GAC_056N46_V1_sp14-107.fits,4620.94,2.65988,-0.0224614,0.115882
spec-55954-GAC_056N46_V1_sp10-090.fits,4734.65,2.53077,-0.281928,0.121201
spec-56321-VB053N32V1_sp04-190.fits,4783.88,2.91787,0.128317,0.0198407
spec-56627-GAC056N46V1_sp10-086.fits,5085.07,2.96794,-0.0637183,0.0230099
spec-56321-VB053N32V1_sp04-171.fits,5038.92,3.26711,-0.181039,0.0932885
spec-56317-VB055N28V1_sp16-023.fits,4973.64,3.22251,-0.535935,0.232843
spec-56309-GAC055N32B1_sp10-085.fits,4908.06,2.6633,-0.203187,0.085116
spec-55954-GAC_056N46_V1_sp10-117.fits,4713.92,2.46131,-0.192349,0.14714
spec-56321-VB053N32V1_sp04-017.fits,4816.08,2.68383,-0.0475057,0.0420804
spec-56627-GAC056N46V2_sp16-006.fits,5150.94,3.06204,-0.164878,0.01976
spec-56321-VB053N32V1_sp05-042.fits,4775.71,2.52838,0.0149187,0.0526575
spec-55954-GAC_056N46_V1_sp10-186.fits,4880.96,2.67813,0.138378,0.0130042
spec-56317-VB055N28V1_sp16-206.fits,5106.99,3.57973,0.220931,0.0614613
spec-56317-VB055N28V2_sp16-012.fits,4688.51,2.48595,-0.300111,0.235287
spec-55954-GAC_056N46_V1_sp10-072.fits,4688.21,2.50637,0.184673,0.0357757
spec-55954-GAC_056N46_V1_sp14-176.fits,4894.91,2.64665,-0.386657,0.0955351
spec-55954-GAC_056N46_V2_sp14-020.fits,4973.24,2.73504,-0.231387,0.0831417
spec-56321-VB053N32V1_sp04-141.fits,4237.83,1.67696,0.0316396,0.00788623
spec-55909-B90903_1_sp14-103.fits,4793.15,2.75694,-0.0285247,0.0516136
spec-55954-GAC_056N46_V2_sp14-204.fits,4725.08,2.54925,-0.0844882,0.0613158
spec-55954-GAC_056N46_V1_sp10-100.fits,4859.43,2.63833,-0.419138,0.0916511
spec-55954-GAC_056N46_V2_sp14-177.fits,4938.76,3.31056,0.213238,0.0500347
spec-55954-GAC_056N46_V1_sp14-006.fits,5012.41,3.5267,-0.0600075,0.0653631
spec-55954-GAC_056N46_V1_sp10-036.fits,4894.71,2.70596,-0.0948084,0.0760045
spec-55954-GAC_056N46_V2_sp14-194.fits,4827.64,2.64129,-0.0421176,0.0545506
spec-55954-GAC_056N46_V1_sp14-215.fits,5000.75,2.77177,-0.439629,0.0839241
spec-55954-GAC_056N46_V1_sp10-055.fits,4940.95,2.68828,-0.24918,0.0876042
spec-55954-GAC_056N46_V2_sp02-156.fits,4330.72,1.55914,-0.320392,0.0815399
spec-56627-GAC056N46V2_sp14-214.fits,4688.81,2.44192,-0.200804,0.0823365
spec-56321-VB053N32V1_sp01-066.fits,4206.94,1.33765,-0.490306,0.0878059
spec-55954-GAC_056N46_V2_sp16-224.fits,4744.82,2.30939,-0.391693,0.0945401
spec-56309-GAC055N32B1_sp10-015.fits,4928.6,3.26289,0.192224,0.0418257
spec-56321-VB053N32V1_sp04-196.fits,4690.7,2.62669,-0.0406788,0.103959
spec-56627-GAC056N46V1_sp14-208.fits,4933.38,2.83359,-0.110261,0.0319658
spec-56627-GAC056N46V1_sp14-202.fits,4400.68,1.83698,-0.443876,0.0974559
spec-55954-GAC_056N46_V1_sp16-012.fits,4892.92,2.7371,-0.0500001,0.0301862
spec-56317-VB055N28V1_sp16-183.fits,4751.89,2.59476,-0.12661,0.0922086
spec-56321-VB053N32V1_sp04-146.fits,4597.91,2.40862,-0.556662,0.271777
spec-56627-GAC056N46V2_sp14-054.fits,4845.48,2.90248,-0.0555128,0.0532019
spec-56627-GAC056N46V1_sp10-074.fits,4005.62,0.972449,-0.349677,0.0438574
spec-55954-GAC_056N46_V1_sp14-144.fits,4683.42,2.60787,-0.143313,0.0897826
spec-55954-GAC_056N46_V1_sp16-217.fits,5061.25,3.12716,0.10325,0.0083096
spec-55954-GAC_056N46_V2_sp14-066.fits,5099.82,3.11576,0.0656238,0.0355401
spec-55954-GAC_056N46_V1_sp10-053.fits,4216.5,1.43608,-0.0717469,0.00655215
